ARTICLE NUMBER (SKU),EAN,PRODUCT NAME,PRODUCT PHOTO,DESCRIPTION,BRUTTO PRICE,DROPSHIPPING DISCOUNT,WHOLESALE DISCOUNT,COLOR,MATERIAL,PRODUCT DIMENSIONS AND WEIGHT,,DIMENSIONS AND WEIGHT OF THE SHIPMENT
SBL-WHALE-DB-S,5904844918567,Sleepbag with legs Whale Dark Blue S ,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Whale
Background colour: Dark Blue","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-WHALE-DB-M,5904844918574,Sleepbag with legs Whale Dark Blue M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Whale
Background colour: Dark Blue","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-BEARS-W-S,5904844918642,Sleepbag with legs Bears White S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bears
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-BEARS-W-M,5904844918659,Sleepbag with legs Bears White M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bears
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-BEES-W-S,5904844918680,Sleepbag with legs Bees White S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bees
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-BEES-W-M,5904844918697,Sleepbag with legs Bees White M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bees
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-BEES-CH-S,5904844918727,Sleepbag with legs Bees Champagne S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bees
Background colour: Champagne","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-BEES-CH-M,5904844918734,Sleepbag with legs Bees Champagne M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bees
Background colour: Champagne","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-LULLABY-W-S,5904844918765,Sleepbag with legs Lullaby White S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Lullaby
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-LULLABY-W-M,5904844918772,Sleepbag with legs Lullaby White M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Lullaby
Background colour: White","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-LULLABY-CH-S,5904844918802,Sleepbag with legs Lullaby Champagne S,,"Sleepbag with legs in cotton 

Size S – 0.5 TOG (Summer) 1-2 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps the 
baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Lullaby
Background colour: Champagne","94% Cotton, 
6% Lycra 
 230 g/m²","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-LULLABY-CH-M,5904844918819,Sleepbag with legs Lullaby Champagne M,,"Sleepbag with legs in cotton 

Size M – 0.5 TOG (Summer) 3-4 years

Properties: Breathable, soft, and stretchy 
cotton fabric ensures freedom of movement 
and optimal comfort during warmer nights.
Care instructions: Machine washable at 30°C.
Use: Perfect for summer nights – keeps 
the baby comfortable without overheating.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Lullaby
Background colour: Champagne","94% Cotton, 
6% Lycra 
 230 g/m²","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-WHALE-W-S,5904844918628,"Sleepbag with legs 2,5 TOG Whale White S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Whale
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-WHALE-W-M,5904844918635,"Sleepbag with legs 2,5 TOG Whale White M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Whale
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-WHALE-DB-S,5904844918581,"Sleepbag with legs 2,5 TOG Whale Dark Blue S ",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Whale
Background colour: Dark Blue","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-WHALE-DB-M,5904844918598,"Sleepbag with legs 2,5 TOG Whale Dark Blue M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Whale
Background colour: Dark Blue","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-BEARS-W-S,5904844918666,"Sleepbag with legs 2,5 TOG Bears White S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bears
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-BEARS-W-M,5904844918673,"Sleepbag with legs 2,5 TOG Bears White M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bears
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-BEES-W-S,5904844918703,"Sleepbag with legs 2,5 TOG Bees White S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bees
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-BEES-W-M,5904844918710,"Sleepbag with legs 2,5 TOG Bees White M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bees
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-BEES-CH-S,5904844918741,"Sleepbag with legs 2,5 TOG Bees Champagne S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Bees
Background colour: Champagne","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-BEES-CH-M,5904844918758,"Sleepbag with legs 2,5 TOG Bees Champagne M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Bees
Background colour: Champagne","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-LULLABY-W-S,5904844918789,"Sleepbag with legs 2,5 TOG Lullaby White S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Lullaby
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-LULLABY-W-M,5904844918796,"Sleepbag with legs 2,5 TOG Lullaby White M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Lullaby
Background colour: White","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SBL-2.5-LULLABY-CH-S,5904844918826,"Sleepbag with legs 2,5 TOG Lullaby Champagne S",,"Sleepbag with legs in cotton 
Size S – 2.5 TOG (Autumn/Winter) 1-2 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",52.5,0.2,>25% <40%,"Design: Lullaby
Background colour: Champagne","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","80 cm (with legs)  
66 cm (without legs), 
34 cm (hips), 
30 cm (underarms)",,
SBL-2.5-LULLABY-CH-M,5904844918833,"Sleepbag with legs 2,5 TOG Lullaby Champagne M",,"Sleepbag with legs in cotton 
Size M – 2.5 TOG (Autumn/Winter)  3-4 years

Properties: Warm and breathable; the soft 
padded filling provides thermal insulation 
while ensuring comfort and safety during sleep.
Care instructions: Machine washable at 30°C, 
delicate cycle recommended.
Use: Suitable for autumn and winter nights 
– keeps the baby cozy and warm while 
maintaining breathability.
Made from certified OEKO-TEX 
Standard 100 materials.",56.9,0.2,>25% <40%,"Design: Lullaby
Background colour: Champagne","94% Cotton, 
6% Lycra
 230 g/m²
Filling: High-loft silicone wadding","93 cm (with legs) 
79 cm (without legs), 
44 cm (hips), 
37 cm (underarms)",,
SWADDLE-WHALE-W-S,5904844919243,Swaddle Whale White S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"White, Whale","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-WHALE-W-M,5904844919250,Swaddle Whale White M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"White, Whale","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-WHALE-DB-S,5904844919229,Swaddle Whale Dark Blue S,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"Dark Blue, Whale","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-WHALE-DB-M,5904844919236,Swaddle Whale Dark Blue M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"Dark Blue, Whale","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-BEARS-W-S,5904844919267,Swaddle Bears White S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"White, Bears","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-BEARS-W-M,5904844919274,Swaddle Bears White M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"White, Bears","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-BEES-W-S,5904844919281,Swaddle Bees White S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"White, Bees","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-BEES-W-M,5904844919298,Swaddle Bees White M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"White, Bees","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-BEES-CH-S,5904844919304,Swaddle Bees Champagne S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"Champagne, Bees","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-BEES-CH-M,5904844919311,Swaddle Bees Champagne M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"Champagne, Bees","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-LULLABY-W-S,5904844919328,Swaddle Lullaby White S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"White, Lullaby","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-LULLABY-W-M,5904844919335,Swaddle Lullaby White M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"White, Lullaby","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
SWADDLE-LULLABY-CH-S,5904844919342,Swaddle Lullaby Champagne S ,,"Infant Swaddle – Size S – 0-3 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to it's thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",37.9,0.2,>25% <40%,"Champagne, Lullaby","94% cotton, 
6% lycra
230 g/m²","48 cm (length),
22 cm (underarms),
26 cm (legs)",,
SWADDLE-LULLABY-CH-M,5904844919359,Swaddle Lullaby Champagne M,,"Infant Swaddle – Size M – 3-6 months

Soft, stretchy swaddle made of high-quality cotton with a touch of lycra, providing comfort and a snug fit for the baby’s body. Thanks to its thoughtful design, it wraps the baby like a gentle cocoon, promoting peaceful sleep and a sense of security. The material is OEKO-TEX 100 certified.",40.5,0.2,>25% <40%,"Champagne, Lullaby","94% cotton, 
6% lycra
230 g/m²","57 cm (length),
23 cm (underarms),
29 cm (legs)",,
